Datetime,Event,Date,Time,Cur.,Imp.,Actual,Forecast,Previous
2024-03-01 20:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-03-01 20:30:00,CFTC Silver speculative net positions,,,,,,,
2024-03-01 20:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-03-04 13:00:00,All Car Sales (Feb),,,,,,,
2024-03-04 13:00:00,All Truck Sales (Feb),,,,,,,
2024-03-04 16:00:00,FOMC Member Harker Speaks,,,,,,,
2024-03-04 16:30:00,3-Month Bill Auction,,,,,,,
2024-03-04 16:30:00,6-Month Bill Auction,,,,,,,
2024-03-05 11:15:00,Total Vehicle Sales,,,,,,,
2024-03-05 13:55:00,Redbook (YoY),,,,,,,
2024-03-05 14:45:00,S&P Global Services PMI (Feb),,,,,,,
2024-03-05 14:45:00,S&P Global Composite PMI (Feb),,,,,,,
2024-03-05 15:00:00,Durables Excluding Defense (MoM) (Jan),,,,,,,
2024-03-05 15:00:00,Durables Excluding Transport (MoM) (Jan),,,,,,,
2024-03-05 15:00:00,Factory Orders (MoM) (Jan),,,,,,,
2024-03-05 15:00:00,Factory orders ex transportation (MoM) (Jan),,,,,,,
2024-03-05 15:00:00,ISM Non-Manufacturing Business Activity (Feb),,,,,,,
2024-03-05 15:00:00,ISM Non-Manufacturing Employment (Feb),,,,,,,
2024-03-05 15:00:00,ISM Non-Manufacturing New Orders (Feb),,,,,,,
2024-03-05 15:00:00,ISM Non-Manufacturing PMI (Feb),,,,,,,
2024-03-05 15:00:00,ISM Non-Manufacturing Prices (Feb),,,,,,,
2024-03-05 17:00:00,Fed Vice Chair for Supervision Barr Speaks,,,,,,,
2024-03-05 20:30:00,Fed Vice Chair for Supervision Barr Speaks,,,,,,,
2024-03-05 21:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-03-06 12:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-03-06 12:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-03-06 12:00:00,MBA Purchase Index,,,,,,,
2024-03-06 12:00:00,Mortgage Market Index,,,,,,,
2024-03-06 12:00:00,Mortgage Refinance Index,,,,,,,
2024-03-06 13:15:00,ADP Nonfarm Employment Change (Feb),,,,,,,
2024-03-06 15:00:00,JOLTs Job Openings (Jan),,,,,,,
2024-03-06 15:00:00,Wholesale Inventories (MoM) (Jan),,,,,,,
2024-03-06 15:00:00,Wholesale Trade Sales (MoM) (Jan),,,,,,,
2024-03-06 15:00:00,Fed Chair Powell Testifies,,,,,,,
2024-03-06 15:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-03-06 15:30:00,Heating Oil Stockpiles,,,,,,,
2024-03-06 15:30:00,IBD/TIPP Economic Optimism,,,,,,,
2024-03-06 15:30:00,Gasoline Inventories,,,,,,,
2024-03-06 15:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-03-06 15:30:00,Gasoline Production,,,,,,,
2024-03-06 15:30:00,Crude Oil Inventories,,,,,,,
2024-03-06 15:30:00,Distillate Fuel Production,,,,,,,
2024-03-06 15:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-03-06 15:30:00,Crude Oil Imports,,,,,,,
2024-03-06 15:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-03-06 17:00:00,FOMC Member Daly Speaks,,,,,,,
2024-03-06 18:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-06 19:00:00,Beige Book,,,,,,,
2024-03-06 20:15:00,FOMC Member Kashkari Speaks,,,,,,,
2024-03-07 12:30:00,Challenger Job Cuts (YoY),,,,,,,
2024-03-07 12:30:00,Challenger Job Cuts (Feb),,,,,,,
2024-03-07 13:30:00,Unit Labor Costs (QoQ) (Q4),,,,,,,
2024-03-07 13:30:00,Nonfarm Productivity (QoQ) (Q4),,,,,,,
2024-03-07 13:30:00,Trade Balance (Jan),,,,,,,
2024-03-07 13:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-03-07 13:30:00,Continuing Jobless Claims,,,,,,,
2024-03-07 13:30:00,Imports,,,,,,,
2024-03-07 13:30:00,Exports,,,,,,,
2024-03-07 13:30:00,Initial Jobless Claims,,,,,,,
2024-03-07 15:00:00,Fed Chair Powell Testifies,,,,,,,
2024-03-07 15:30:00,Natural Gas Storage,,,,,,,
2024-03-07 16:30:00,4-Week Bill Auction,,,,,,,
2024-03-07 16:30:00,8-Week Bill Auction,,,,,,,
2024-03-07 16:30:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-07 16:30:00,FOMC Member Mester Speaks,,,,,,,
2024-03-07 20:00:00,Consumer Credit (Jan),,,,,,,
2024-03-07 21:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-03-07 21:30:00,Fed's Balance Sheet,,,,,,,
2024-03-08 02:00:00,U.S. President Biden Speaks,,,,,,,
2024-03-08 12:00:00,FOMC Member Williams Speaks,,,,,,,
2024-03-08 13:30:00,Average Hourly Earnings (MoM) (Feb),,,,,,,
2024-03-08 13:30:00,Average Weekly Hours (Feb),,,,,,,
2024-03-08 13:30:00,Average Hourly Earnings (YoY) (YoY) (Feb),,,,,,,
2024-03-08 13:30:00,Manufacturing Payrolls (Feb),,,,,,,
2024-03-08 13:30:00,Government Payrolls (Feb),,,,,,,
2024-03-08 13:30:00,Participation Rate (Feb),,,,,,,
2024-03-08 13:30:00,Nonfarm Payrolls (Feb),,,,,,,
2024-03-08 13:30:00,Private Nonfarm Payrolls (Feb),,,,,,,
2024-03-08 13:30:00,U6 Unemployment Rate (Feb),,,,,,,
2024-03-08 13:30:00,Unemployment Rate (Feb),,,,,,,
2024-03-08 17:00:00,WASDE Report,,,,,,,
2024-03-08 18:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-03-08 18:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-03-08 20:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Copper speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Corn speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Gold speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Silver speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-03-08 20:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-03-11 14:00:00,CB Employment Trends Index (Feb),,,,,,,
2024-03-11 15:00:00,NY Fed 1-Year Consumer Inflation Expectations,,,,,,,
2024-03-11 15:30:00,3-Month Bill Auction,,,,,,,
2024-03-11 15:30:00,6-Month Bill Auction,,,,,,,
2024-03-11 17:00:00,3-Year Note Auction,,,,,,,
2024-03-12 10:00:00,NFIB Small Business Optimism (Feb),,,,,,,
2024-03-12 12:00:00,OPEC Monthly Report,,,,,,,
2024-03-12 12:30:00,Real Earnings (MoM) (Feb),,,,,,,
2024-03-12 12:30:00,"CPI Index, s.a (Feb)",,,,,,,
2024-03-12 12:30:00,"CPI Index, n.s.a. (Feb)",,,,,,,
2024-03-12 12:30:00,CPI (MoM) (Feb),,,,,,,
2024-03-12 12:30:00,"CPI, n.s.a (MoM) (Feb)",,,,,,,
2024-03-12 12:30:00,Core CPI Index (Feb),,,,,,,
2024-03-12 12:30:00,Core CPI (YoY) (Feb),,,,,,,
2024-03-12 12:30:00,Core CPI (MoM) (Feb),,,,,,,
2024-03-12 12:30:00,CPI (YoY) (Feb),,,,,,,
2024-03-12 12:55:00,Redbook (YoY),,,,,,,
2024-03-12 15:00:00,Cleveland CPI (MoM) (Feb),,,,,,,
2024-03-12 16:00:00,EIA Short-Term Energy Outlook,,,,,,,
2024-03-12 17:00:00,10-Year Note Auction,,,,,,,
2024-03-12 18:00:00,Federal Budget Balance (Feb),,,,,,,
2024-03-12 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-03-13 11:00:00,Mortgage Market Index,,,,,,,
2024-03-13 11:00:00,Mortgage Refinance Index,,,,,,,
2024-03-13 11:00:00,MBA Purchase Index,,,,,,,
2024-03-13 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-03-13 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-03-13 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-03-13 14:30:00,Gasoline Inventories,,,,,,,
2024-03-13 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-03-13 14:30:00,Gasoline Production,,,,,,,
2024-03-13 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-03-13 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-03-13 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-03-13 14:30:00,Crude Oil Inventories,,,,,,,
2024-03-13 14:30:00,Distillate Fuel Production,,,,,,,
2024-03-13 14:30:00,Crude Oil Imports,,,,,,,
2024-03-13 15:00:00,Thomson Reuters IPSOS PCSI (Mar),,,,,,,
2024-03-13 17:00:00,30-Year Bond Auction,,,,,,,
2024-03-14 09:00:00,IEA Monthly Report,,,,,,,
2024-03-14 12:30:00,Continuing Jobless Claims,,,,,,,
2024-03-14 12:30:00,PPI ex. Food/Energy/Transport (YoY) (Feb),,,,,,,
2024-03-14 12:30:00,PPI (YoY) (Feb),,,,,,,
2024-03-14 12:30:00,Initial Jobless Claims,,,,,,,
2024-03-14 12:30:00,Core PPI (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,PPI ex. Food/Energy/Transport (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,Core PPI (YoY) (Feb),,,,,,,
2024-03-14 12:30:00,Retail Control (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-03-14 12:30:00,PPI (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,Retail Sales (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,Retail Sales (YoY) (Feb),,,,,,,
2024-03-14 12:30:00,Retail Sales Ex Gas/Autos (MoM) (Feb),,,,,,,
2024-03-14 12:30:00,Core Retail Sales (MoM) (Feb),,,,,,,
2024-03-14 14:00:00,Business Inventories (MoM) (Jan),,,,,,,
2024-03-14 14:00:00,Retail Inventories Ex Auto (Jan),,,,,,,
2024-03-14 14:30:00,Natural Gas Storage,,,,,,,
2024-03-14 15:30:00,4-Week Bill Auction,,,,,,,
2024-03-14 15:30:00,8-Week Bill Auction,,,,,,,
2024-03-14 18:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-14 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-03-14 20:30:00,Fed's Balance Sheet,,,,,,,
2024-03-15 12:30:00,Import Price Index (MoM) (Feb),,,,,,,
2024-03-15 12:30:00,Import Price Index (YoY),,,,,,,
2024-03-15 12:30:00,NY Empire State Manufacturing Index (Mar),,,,,,,
2024-03-15 12:30:00,Export Price Index (MoM) (Feb),,,,,,,
2024-03-15 12:30:00,Export Price Index (YoY),,,,,,,
2024-03-15 13:15:00,Manufacturing Production (MoM) (Feb),,,,,,,
2024-03-15 13:15:00,Industrial Production (MoM) (Feb),,,,,,,
2024-03-15 13:15:00,Capacity Utilization Rate (Feb),,,,,,,
2024-03-15 13:15:00,Industrial Production (YoY) (Feb),,,,,,,
2024-03-15 14:00:00,Michigan Consumer Sentiment (Mar),,,,,,,
2024-03-15 14:00:00,Michigan Consumer Expectations (Mar),,,,,,,
2024-03-15 14:00:00,Michigan Current Conditions (Mar),,,,,,,
2024-03-15 14:00:00,Michigan 1-Year Inflation Expectations (Mar),,,,,,,
2024-03-15 14:00:00,Michigan 5-Year Inflation Expectations (Mar),,,,,,,
2024-03-15 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-03-15 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-03-15 20:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Silver speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Corn speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Copper speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-03-15 20:30:00,CFTC Gold speculative net positions,,,,,,,
2024-03-18 14:00:00,NAHB Housing Market Index (Mar),,,,,,,
2024-03-18 15:30:00,3-Month Bill Auction,,,,,,,
2024-03-18 15:30:00,6-Month Bill Auction,,,,,,,
2024-03-19 12:30:00,Housing Starts (Feb),,,,,,,
2024-03-19 12:30:00,Housing Starts (MoM) (Feb),,,,,,,
2024-03-19 12:30:00,Building Permits (MoM) (Feb),,,,,,,
2024-03-19 12:30:00,Building Permits (Feb),,,,,,,
2024-03-19 12:55:00,Redbook (YoY),,,,,,,
2024-03-19 15:30:00,52-Week Bill Auction,,,,,,,
2024-03-19 16:30:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-19 17:00:00,20-Year Bond Auction,,,,,,,
2024-03-19 20:00:00,TIC Net Long-Term Transactions including Swaps (Jan),,,,,,,
2024-03-19 20:00:00,TIC Net Long-Term Transactions (Jan),,,,,,,
2024-03-19 20:00:00,"US Foreign Buying, T-bonds (Jan)",,,,,,,
2024-03-19 20:00:00,Overall Net Capital Flow (Jan),,,,,,,
2024-03-19 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-03-20 11:00:00,Mortgage Market Index,,,,,,,
2024-03-20 11:00:00,MBA Purchase Index,,,,,,,
2024-03-20 11:00:00,Mortgage Refinance Index,,,,,,,
2024-03-20 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-03-20 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-03-20 14:30:00,Crude Oil Inventories,,,,,,,
2024-03-20 14:30:00,Distillate Fuel Production,,,,,,,
2024-03-20 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-03-20 14:30:00,Crude Oil Imports,,,,,,,
2024-03-20 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-03-20 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-03-20 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-03-20 14:30:00,Gasoline Inventories,,,,,,,
2024-03-20 14:30:00,Gasoline Production,,,,,,,
2024-03-20 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-03-20 18:00:00,Fed Interest Rate Decision,,,,,,,
2024-03-20 18:00:00,FOMC Statement,,,,,,,
2024-03-20 18:00:00,FOMC Economic Projections,,,,,,,
2024-03-20 18:00:00,Interest Rate Projection - Longer (Q1),,,,,,,
2024-03-20 18:00:00,Interest Rate Projection - 2nd Yr (Q1),,,,,,,
2024-03-20 18:00:00,Interest Rate Projection - 1st Yr (Q1),,,,,,,
2024-03-20 18:00:00,Interest Rate Projection - Current (Q1),,,,,,,
2024-03-20 18:30:00,FOMC Press Conference,,,,,,,
2024-03-21 12:30:00,Philadelphia Fed Manufacturing Index (Mar),,,,,,,
2024-03-21 12:30:00,Continuing Jobless Claims,,,,,,,
2024-03-21 12:30:00,Current Account (Q4),,,,,,,
2024-03-21 12:30:00,Initial Jobless Claims,,,,,,,
2024-03-21 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-03-21 12:30:00,Philly Fed Business Conditions (Mar),,,,,,,
2024-03-21 12:30:00,Philly Fed Employment (Mar),,,,,,,
2024-03-21 12:30:00,Philly Fed New Orders (Mar),,,,,,,
2024-03-21 12:30:00,Philly Fed Prices Paid (Mar),,,,,,,
2024-03-21 12:30:00,Philly Fed CAPEX Index (Mar),,,,,,,
2024-03-21 13:45:00,S&P Global Services PMI (Mar),,,,,,,
2024-03-21 13:45:00,S&P Global US Manufacturing PMI (Mar),,,,,,,
2024-03-21 13:45:00,S&P Global Composite PMI (Mar),,,,,,,
2024-03-21 14:00:00,Existing Home Sales (Feb),,,,,,,
2024-03-21 14:00:00,US Leading Index (MoM) (Feb),,,,,,,
2024-03-21 14:00:00,Existing Home Sales (MoM) (Feb),,,,,,,
2024-03-21 14:30:00,Natural Gas Storage,,,,,,,
2024-03-21 15:30:00,4-Week Bill Auction,,,,,,,
2024-03-21 15:30:00,8-Week Bill Auction,,,,,,,
2024-03-21 16:00:00,Fed Vice Chair for Supervision Barr Speaks,,,,,,,
2024-03-21 17:00:00,10-Year TIPS Auction,,,,,,,
2024-03-21 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-03-21 20:30:00,Fed's Balance Sheet,,,,,,,
2024-03-22 13:00:00,Fed Chair Powell Speaks,,,,,,,
2024-03-22 16:00:00,Fed Vice Chair for Supervision Barr Speaks,,,,,,,
2024-03-22 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-03-22 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-03-22 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-03-22 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-03-22 20:00:00,FOMC Member Bostic Speaks,,,,,,,
2024-03-25 11:20:00,Building Permits (MoM),,,,,,,
2024-03-25 11:20:00,Building Permits,,,,,,,
2024-03-25 12:25:00,FOMC Member Bostic Speaks,,,,,,,
2024-03-25 12:30:00,Chicago Fed National Activity (Feb),,,,,,,
2024-03-25 14:00:00,New Home Sales (Feb),,,,,,,
2024-03-25 14:00:00,New Home Sales (MoM) (Feb),,,,,,,
2024-03-25 14:30:00,Fed Governor Cook Speaks,,,,,,,
2024-03-25 14:30:00,Dallas Fed Mfg Business Index (Mar),,,,,,,
2024-03-25 15:30:00,6-Month Bill Auction,,,,,,,
2024-03-25 15:30:00,3-Month Bill Auction,,,,,,,
2024-03-25 17:00:00,2-Year Note Auction,,,,,,,
2024-03-26 12:30:00,Durables Excluding Defense (MoM) (Feb),,,,,,,
2024-03-26 12:30:00,Goods Orders Non Defense Ex Air (MoM) (Feb),,,,,,,
2024-03-26 12:30:00,Core Durable Goods Orders (MoM) (Feb),,,,,,,
2024-03-26 12:30:00,Durable Goods Orders (MoM) (Feb),,,,,,,
2024-03-26 12:55:00,Redbook (YoY),,,,,,,
2024-03-26 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Jan),,,,,,,
2024-03-26 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Jan),,,,,,,
2024-03-26 13:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (Jan),,,,,,,
2024-03-26 13:00:00,House Price Index (YoY) (Jan),,,,,,,
2024-03-26 13:00:00,House Price Index (MoM) (Jan),,,,,,,
2024-03-26 13:00:00,House Price Index (Jan),,,,,,,
2024-03-26 14:00:00,Richmond Manufacturing Shipments (Mar),,,,,,,
2024-03-26 14:00:00,CB Consumer Confidence (Mar),,,,,,,
2024-03-26 14:00:00,Richmond Manufacturing Index (Mar),,,,,,,
2024-03-26 14:00:00,Richmond Services Index (Mar),,,,,,,
2024-03-26 14:30:00,Dallas Fed Services Revenues (Mar),,,,,,,
2024-03-26 14:30:00,Texas Services Sector Outlook (Mar),,,,,,,
2024-03-26 16:30:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-26 17:00:00,5-Year Note Auction,,,,,,,
2024-03-26 17:00:00,M2 Money Supply (MoM) (Feb),,,,,,,
2024-03-26 20:30:00,API Weekly Crude Oil Stock,,,,,,,
2024-03-27 11:00:00,MBA 30-Year Mortgage Rate,,,,,,,
2024-03-27 11:00:00,MBA Mortgage Applications (WoW),,,,,,,
2024-03-27 11:00:00,MBA Purchase Index,,,,,,,
2024-03-27 11:00:00,Mortgage Market Index,,,,,,,
2024-03-27 11:00:00,Mortgage Refinance Index,,,,,,,
2024-03-27 14:30:00,EIA Weekly Distillates Stocks,,,,,,,
2024-03-27 14:30:00,Crude Oil Inventories,,,,,,,
2024-03-27 14:30:00,EIA Refinery Crude Runs (WoW),,,,,,,
2024-03-27 14:30:00,Crude Oil Imports,,,,,,,
2024-03-27 14:30:00,Cushing Crude Oil Inventories,,,,,,,
2024-03-27 14:30:00,Heating Oil Stockpiles,,,,,,,
2024-03-27 14:30:00,Gasoline Production,,,,,,,
2024-03-27 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),,,,,,,
2024-03-27 14:30:00,Gasoline Inventories,,,,,,,
2024-03-27 14:30:00,Distillate Fuel Production,,,,,,,
2024-03-27 17:00:00,7-Year Note Auction,,,,,,,
2024-03-27 22:00:00,Fed Waller Speaks,,,,,,,
2024-03-28 12:30:00,Core PCE Prices (Q4),,,,,,,
2024-03-28 12:30:00,Jobless Claims 4-Week Avg.,,,,,,,
2024-03-28 12:30:00,Corporate Profits (QoQ) (Q3),,,,,,,
2024-03-28 12:30:00,Continuing Jobless Claims,,,,,,,
2024-03-28 12:30:00,GDP (QoQ) (Q4),,,,,,,
2024-03-28 12:30:00,Real Consumer Spending (Q4),,,,,,,
2024-03-28 12:30:00,GDP Sales (Q4),,,,,,,
2024-03-28 12:30:00,Initial Jobless Claims,,,,,,,
2024-03-28 12:30:00,PCE Prices (Q4),,,,,,,
2024-03-28 12:30:00,GDP Price Index (QoQ) (Q4),,,,,,,
2024-03-28 13:45:00,Chicago PMI (Mar),,,,,,,
2024-03-28 14:00:00,Pending Home Sales Index (Feb),,,,,,,
2024-03-28 14:00:00,Michigan Current Conditions (Mar),,,,,,,
2024-03-28 14:00:00,Michigan Consumer Sentiment (Mar),,,,,,,
2024-03-28 14:00:00,Pending Home Sales (MoM) (Feb),,,,,,,
2024-03-28 14:00:00,Michigan 5-Year Inflation Expectations (Mar),,,,,,,
2024-03-28 14:00:00,Michigan 1-Year Inflation Expectations (Mar),,,,,,,
2024-03-28 14:00:00,Michigan Consumer Expectations (Mar),,,,,,,
2024-03-28 14:30:00,Natural Gas Storage,,,,,,,
2024-03-28 15:00:00,KC Fed Composite Index (Mar),,,,,,,
2024-03-28 15:00:00,KC Fed Manufacturing Index (Mar),,,,,,,
2024-03-28 15:30:00,8-Week Bill Auction,,,,,,,
2024-03-28 15:30:00,4-Week Bill Auction,,,,,,,
2024-03-28 17:00:00,U.S. Baker Hughes Total Rig Count,,,,,,,
2024-03-28 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-03-28 20:30:00,Reserve Balances with Federal Reserve Banks,,,,,,,
2024-03-28 20:30:00,Fed's Balance Sheet,,,,,,,
2024-03-29 12:30:00,Core PCE Price Index (YoY) (Feb),,,,,,,
2024-03-29 12:30:00,Core PCE Price Index (MoM) (Feb),,,,,,,
2024-03-29 12:30:00,Goods Trade Balance (Feb),,,,,,,
2024-03-29 12:30:00,PCE price index (MoM) (Feb),,,,,,,
2024-03-29 12:30:00,PCE Price index (YoY) (Feb),,,,,,,
2024-03-29 12:30:00,Personal Spending (MoM) (Feb),,,,,,,
2024-03-29 12:30:00,Wholesale Inventories (MoM) (Feb),,,,,,,
2024-03-29 12:30:00,Real Personal Consumption (MoM) (Feb),,,,,,,
2024-03-29 12:30:00,Retail Inventories Ex Auto (Feb),,,,,,,
2024-03-29 12:30:00,Personal Income (MoM) (Feb),,,,,,,
2024-03-29 13:00:00,Dallas Fed PCE (Feb),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Gabon (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude oil Production Iraq (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Algeria (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Congo (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude oil Production Iran (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Guinea (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Kuwait (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Nigeria (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude oil Production Saudi Arabia (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude oil Production UAE (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude oil Production Venezuela (Barrel),,,,,,,
2024-03-29 14:00:00,OPEC Crude Oil Production Libya (Barrel),,,,,,,
2024-03-29 15:20:00,FOMC Member Daly Speaks,,,,,,,
2024-03-29 15:30:00,Fed Chair Powell Speaks,,,,,,,
2024-03-29 16:30:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-03-29 19:30:00,CFTC Aluminium speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Gold speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Copper speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Corn speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Crude Oil speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Soybeans speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC S&P 500 speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Silver speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Wheat speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Natural Gas speculative net positions,,,,,,,
2024-03-29 19:30:00,CFTC Nasdaq 100 speculative net positions,,,,,,,
2024-04-01 13:45:00,S&P Global US Manufacturing PMI (Mar),,,,,,,
2024-04-01 14:00:00,ISM Manufacturing Employment (Mar),,,,,,,
2024-04-01 14:00:00,Construction Spending (MoM) (Feb),,,,,,,
2024-04-01 14:00:00,ISM Manufacturing PMI (Mar),,,,,,,
2024-04-01 14:00:00,ISM Manufacturing Prices (Mar),,,,,,,
2024-04-01 14:00:00,ISM Manufacturing New Orders Index (Mar),,,,,,,
2024-04-01 15:30:00,3-Month Bill Auction,,,,,,,
2024-04-01 15:30:00,6-Month Bill Auction,,,,,,,
2024-04-01 18:00:00,Atlanta Fed GDPNow (Q1),,,,,,,
2024-04-01 22:50:00,Fed Governor Cook Speaks,,,,,,,
2024-04-02 12:55:00,Redbook (YoY),,,,,,,
2024-04-02 14:00:00,JOLTs Job Openings (Feb),,,,,,,
2024-04-02 14:00:00,Factory orders ex transportation (MoM) (Feb),,,,,,,
2024-04-02 14:00:00,Durables Excluding Defense (MoM) (Feb),,,,,,,
2024-04-02 14:00:00,Durables Excluding Transport (MoM) (Feb),,,,,,,
2024-04-02 14:00:00,Factory Orders (MoM) (Feb),,,,,,,
2024-04-02 14:10:00,FOMC Member Bowman Speaks,,,,,,,
2024-04-02 16:00:00,FOMC Member Williams Speaks,,,,,,,
2024-04-02 16:05:00,FOMC Member Mester Speaks,,,,,,,
